,gender,age_category,credit_score,area,traffic_index,vehicle_age,vehicle_body,vehicle_value,claim_risk_cat,credit_score_cat
37574,0,4.0,849.0,4,36.0,2,9,2.343,1,1
37575,1,6.0,784.0,0,97.6,2,10,2.574,1,1
37576,0,2.0,316.0,0,65.1,4,9,0.561,1,0
37577,1,2.0,795.0,1,114.1,2,10,3.674,1,1
37578,1,2.0,580.0,5,74.0,3,12,2.266,0,4
37579,0,4.0,757.0,3,68.4,2,3,1.452,1,1
37580,1,4.0,798.0,0,72.3,3,9,0.968,1,1
37581,0,4.0,683.0,1,124.2,1,9,1.947,1,2
37582,1,3.0,678.0,1,134.7,3,10,3.113,0,2
37583,0,5.0,712.0,0,100.6,3,3,0.968,1,3
37584,1,1.0,691.0,4,45.0,2,10,3.905,0,2
37585,0,6.0,321.0,3,132.1,4,10,1.463,0,0
37586,1,4.0,691.0,2,133.5,2,3,1.078,1,2
37587,1,3.0,688.0,0,93.8,3,2,5.181,1,2
37588,0,6.0,742.0,1,99.7,1,9,2.024,1,3
37589,1,2.0,738.0,1,117.1,3,12,2.266,1,3
37590,0,5.0,712.0,1,139.1,3,9,1.661,1,3
37591,0,2.0,674.0,1,121.8,4,9,0.682,1,2
37592,0,3.0,779.0,2,91.5,4,10,1.408,1,1
37593,0,4.0,645.0,2,142.5,2,3,1.243,1,4
37594,0,4.0,688.0,1,114.5,4,3,0.451,1,0
37595,1,5.0,736.0,3,98.7,3,9,1.826,1,3
37596,0,4.0,740.0,1,100.3,1,3,1.5389,1,3
37597,0,3.0,611.0,0,60.8,3,9,1.298,1,4
37598,0,3.0,420.0,3,141.7,3,9,1.023,0,0
37599,0,4.0,667.0,0,61.6,3,9,1.43,1,2
37600,0,3.0,660.0,3,69.4,3,9,1.177,1,2
37601,1,1.0,641.0,2,84.0,2,10,3.905,0,4
37602,1,4.0,535.0,0,59.4,1,9,3.245,1,0
37603,0,1.0,559.0,3,141.1,1,3,1.496,0,4
37604,1,6.0,826.0,4,43.5,3,9,1.034,1,1
37605,0,6.0,781.0,0,69.7,4,3,0.473,1,1
37606,1,2.0,681.0,3,137.8,2,10,2.343,1,2
37607,0,2.0,569.0,5,106.0,3,10,2.464,1,4
37608,1,2.0,561.0,2,148.5,4,12,1.408,0,4
37609,0,4.0,770.0,2,142.5,3,3,1.815,1,1
37610,1,4.0,850.0,4,73.5,4,10,1.716,1,1
37611,0,4.0,309.0,1,123.0,3,9,1.661,1,0
37612,1,6.0,820.0,2,138.0,4,9,1.056,1,1
37613,0,4.0,662.0,2,126.0,1,10,3.223,1,2
37614,0,1.0,607.0,1,133.5,3,3,1.166,1,0
37615,1,4.0,573.0,0,80.7,2,12,1.98,1,4
37616,0,1.0,770.0,3,126.5,3,3,0.979,1,1
37617,0,2.0,685.0,1,133.6,4,9,0.341,1,2
37618,0,2.0,587.0,2,145.5,2,3,1.606,1,4
37619,1,5.0,411.0,2,111.0,2,9,1.782,0,0
37620,0,4.0,665.0,0,68.9,3,10,2.761,1,2
37621,0,1.0,707.0,0,93.0,2,3,1.573,1,3
37622,0,3.0,373.0,0,81.1,4,12,0.451,0,0
37623,1,3.0,662.0,4,63.0,1,9,2.398,0,2
37624,0,6.0,673.0,2,129.0,4,9,0.803,1,2
37625,0,4.0,552.0,5,90.0,1,10,3.608,0,4
37626,0,3.0,332.0,0,54.8,2,10,3.806,1,0
37627,0,5.0,845.0,4,66.0,4,10,0.77,1,1
37628,1,3.0,753.0,0,113.0,2,3,1.364,1,1
37629,0,3.0,762.0,1,93.1,2,9,3.322,1,1
37630,1,6.0,825.0,0,74.3,4,3,0.726,1,1
37631,0,4.0,841.0,0,80.8,4,3,1.023,1,1
37632,0,3.0,722.0,0,80.1,2,3,1.716,1,3
37633,0,4.0,829.0,0,85.3,3,3,0.957,1,1
37634,1,4.0,776.0,0,59.2,3,9,1.43,1,1
37635,0,6.0,847.0,3,108.8,3,3,2.002,1,1
37636,0,3.0,633.0,1,87.7,1,9,2.112,1,4
37637,1,5.0,748.0,1,143.2,4,10,1.65,0,3
37638,1,4.0,781.0,0,111.1,3,11,3.058,1,1
37639,0,4.0,779.0,2,100.5,1,3,1.408,1,1
37640,1,4.0,573.0,2,133.5,4,10,2.211,0,4
37641,1,1.0,430.0,1,91.6,3,12,2.233,0,0
37642,0,3.0,676.0,2,135.0,3,3,0.913,1,2
37643,1,5.0,545.0,2,99.0,2,3,1.804,0,0
37644,1,3.0,321.0,0,55.3,4,10,1.518,0,0
37645,0,4.0,680.0,3,125.8,4,10,1.287,1,2
37646,0,1.0,513.0,1,116.8,2,3,1.144,1,0
37647,0,4.0,618.0,0,99.5,3,9,1.397,1,4
37648,0,2.0,454.0,0,77.3,2,3,1.133,0,0
37649,1,4.0,815.0,2,109.5,4,9,1.452,1,1
37650,0,4.0,781.0,0,45.6,3,10,1.573,1,1
37651,0,3.0,641.0,4,43.5,2,12,3.63,1,4
37652,0,2.0,822.0,2,109.5,3,9,1.188,1,1
37653,0,4.0,388.0,5,122.0,4,10,1.375,0,0
37654,0,2.0,620.0,0,67.2,3,4,1.65,1,0
37655,0,3.0,380.0,4,39.0,4,10,1.474,1,0
37656,0,1.0,532.0,4,31.5,2,3,1.661,1,0
37657,0,1.0,661.0,3,50.0,1,9,2.178,1,2
37658,0,4.0,603.0,1,126.2,2,3,2.365,1,4
37659,1,4.0,821.0,1,117.6,4,10,1.221,1,1
37660,1,3.0,641.0,2,109.5,2,9,1.859,1,4
37661,1,1.0,669.0,1,122.3,4,3,0.902,1,2
37662,0,6.0,804.0,2,145.5,1,3,1.606,1,1
37663,0,5.0,829.0,1,118.8,4,10,0.814,1,1
37664,0,4.0,688.0,3,149.1,4,3,0.561,1,0
37665,1,6.0,835.0,0,106.6,2,3,1.232,1,1
37666,1,5.0,724.0,2,126.0,4,10,1.485,1,3
37667,0,3.0,668.0,3,114.3,4,10,1.243,1,2
37668,0,1.0,323.0,0,78.5,1,9,2.057,1,0
37669,1,3.0,671.0,2,136.5,1,10,3.41,1,2
37670,0,5.0,786.0,2,142.5,4,3,0.484,1,1
37671,1,1.0,563.0,5,92.0,4,12,1.408,0,4
37672,0,6.0,812.0,1,129.5,2,9,1.771,1,1
37673,1,3.0,779.0,4,46.5,2,10,3.19,1,1
37674,0,4.0,711.0,0,121.5,4,9,1.045,1,3
37675,1,3.0,766.0,2,147.0,2,3,1.408,1,1
37676,0,4.0,796.0,0,77.2,3,3,1.639,1,1
37677,0,6.0,593.0,1,112.3,1,3,2.2,1,4
37678,0,1.0,540.0,2,145.5,4,3,0.792,1,0
37679,1,2.0,620.0,3,125.0,4,12,1.463,0,0
37680,0,4.0,441.0,3,83.9,4,3,0.583,0,0
37681,0,4.0,762.0,0,86.4,4,3,0.814,1,1
37682,1,5.0,790.0,1,120.1,3,3,0.858,1,1
37683,0,3.0,509.0,0,95.4,4,9,0.55,1,0
37684,0,4.0,830.0,4,43.5,3,12,1.661,1,1
37685,0,5.0,834.0,1,130.5,2,9,2.739,1,1
37686,1,3.0,655.0,0,95.5,2,10,5.016,1,2
37687,0,4.0,601.0,2,118.5,1,9,2.673,1,4
37688,0,1.0,668.0,0,81.2,4,9,0.748,1,2
37689,0,6.0,812.0,2,147.0,4,3,0.66,1,1
37690,0,6.0,664.0,0,93.4,2,9,2.002,1,2
37691,0,3.0,693.0,0,105.8,3,9,2.178,1,2
37692,1,5.0,730.0,0,58.8,3,9,2.167,1,3
37693,1,3.0,685.0,1,120.1,3,10,1.166,1,2
37694,0,6.0,342.0,0,101.3,4,9,0.451,1,0
37695,0,2.0,493.0,1,120.1,2,3,1.573,1,0
37696,0,3.0,781.0,2,147.0,4,6,0.484,1,1
37697,0,6.0,613.0,0,61.6,1,3,2.277,1,4
37698,1,5.0,744.0,3,108.8,2,10,3.641,1,3
37699,0,3.0,717.0,2,133.5,2,9,1.551,1,3
37700,0,4.0,616.0,2,133.5,3,3,0.902,1,4
37701,0,5.0,726.0,2,123.0,3,9,0.979,1,3
37702,0,2.0,822.0,2,142.5,4,9,0.748,1,1
37703,1,2.0,818.0,4,60.0,1,11,4.477,1,1
37704,0,4.0,343.0,2,150.0,2,9,1.573,1,0
37705,1,2.0,622.0,0,120.6,2,12,3.19,0,4
37706,1,2.0,673.0,2,120.0,3,9,1.441,1,2
37707,1,5.0,821.0,1,115.5,4,11,0.55,1,1
37708,0,3.0,586.0,3,115.9,1,3,2.112,0,4
37709,0,3.0,394.0,4,27.0,4,10,0.715,0,0
37710,0,4.0,317.0,1,134.5,2,3,1.43,0,0
37711,0,6.0,444.0,0,108.9,3,9,1.276,0,0
37712,1,5.0,756.0,0,82.2,3,9,1.848,1,1
37713,0,5.0,754.0,0,80.1,2,3,1.21,1,1
37714,0,3.0,787.0,5,120.0,4,4,2.321,1,1
37715,0,1.0,545.0,0,103.8,4,9,0.814,1,0
37716,1,1.0,468.0,1,143.6,4,10,2.09,0,0
37717,0,2.0,594.0,4,43.5,3,9,1.276,1,4
37718,0,4.0,458.0,1,131.0,3,3,1.342,1,0
37719,0,2.0,444.0,0,85.7,4,9,0.869,1,0
37720,1,5.0,814.0,1,120.1,3,10,3.322,1,1
37721,0,5.0,845.0,1,126.8,3,3,0.891,1,1
37722,0,3.0,691.0,2,150.0,4,9,0.407,1,2
37723,0,4.0,715.0,2,141.0,1,9,2.794,1,3
37724,1,3.0,554.0,1,130.8,2,9,2.068,0,4
37725,1,2.0,725.0,0,80.1,4,10,1.309,0,3
37726,1,2.0,624.0,2,144.0,2,3,1.232,1,4
37727,1,4.0,481.0,2,70.5,3,9,1.562,1,0
37728,0,2.0,618.0,2,145.5,2,3,1.969,1,4
37729,0,2.0,803.0,2,135.0,3,9,1.617,1,1
37730,0,4.0,598.0,1,158.5,3,3,1.056,1,4
37731,1,6.0,752.0,1,148.7,4,9,0.66,1,1
37732,0,2.0,621.0,1,136.6,3,9,1.056,0,4
37733,0,4.0,795.0,2,133.5,1,9,1.947,1,1
37734,0,1.0,612.0,2,126.0,4,3,0.242,0,4
37735,0,2.0,728.0,5,74.0,3,10,3.256,1,3
37736,0,4.0,614.0,0,79.0,3,10,3.025,1,4
37737,0,1.0,363.0,2,142.5,1,10,3.3,0,0
37738,0,1.0,607.0,1,120.1,3,3,0.99,0,0
37739,1,5.0,617.0,2,145.5,4,7,0.759,1,4
37740,0,2.0,620.0,4,43.5,2,12,3.762,1,0
37741,1,5.0,567.0,0,75.3,4,4,1.386,1,4
37742,1,3.0,653.0,5,116.0,4,10,0.88,1,2
37743,0,5.0,842.0,2,138.0,4,10,1.243,1,1
37744,0,4.0,648.0,2,111.0,2,3,1.375,1,4
37745,0,3.0,699.0,3,94.2,2,9,1.716,1,2
37746,0,1.0,607.0,0,89.5,4,9,1.045,1,0
37747,0,5.0,781.0,0,109.2,3,9,2.299,1,1
37748,0,4.0,795.0,0,86.3,2,9,2.024,1,1
37749,0,3.0,641.0,0,96.8,2,10,3.806,1,4
37750,1,6.0,802.0,2,117.0,4,3,0.396,1,1
37751,1,4.0,825.0,4,43.5,1,9,1.914,1,1
37752,0,4.0,826.0,4,18.0,4,3,0.594,1,1
37753,1,4.0,647.0,4,43.5,3,10,3.025,1,4
37754,1,3.0,824.0,2,133.5,1,10,4.114,1,1
37755,0,2.0,493.0,0,59.7,1,9,2.662,0,0
37756,0,3.0,668.0,5,156.0,3,10,2.75,1,0
37757,0,5.0,782.0,5,136.0,4,10,1.155,1,1
37758,1,6.0,743.0,2,138.0,3,9,2.068,1,3
37759,1,4.0,812.0,0,60.2,2,10,3.487,1,1
37760,0,3.0,847.0,2,144.0,3,10,3.113,1,1
37761,1,6.0,698.0,0,71.7,3,9,0.902,1,2
37762,0,6.0,669.0,3,87.5,2,3,1.936,0,2
37763,0,2.0,478.0,5,116.0,1,10,5.731,0,0
37764,1,6.0,762.0,2,82.5,4,9,0.506,0,1
37765,0,6.0,744.0,1,94.0,3,9,1.419,1,3
37766,1,5.0,662.0,3,79.8,4,9,0.594,1,2
37767,1,5.0,497.0,3,101.5,1,12,4.7839,0,0
37768,1,2.0,724.0,2,136.5,1,3,1.7358,0,3
37769,1,4.0,664.0,2,112.5,1,9,2.662,0,2
37770,1,5.0,809.0,0,64.5,4,10,1.485,1,1
37771,1,6.0,719.0,1,143.8,2,10,4.653,0,3
37772,1,5.0,707.0,2,141.0,2,10,2.673,1,3
37773,1,5.0,760.0,2,126.0,3,9,3.905,1,1
37774,0,1.0,691.0,4,21.0,2,9,1.98,1,2
37775,0,2.0,669.0,2,115.5,1,3,1.485,1,2
37776,0,3.0,631.0,3,84.1,3,3,1.111,1,4
37777,1,4.0,734.0,1,104.8,1,3,2.354,1,3
37778,0,4.0,627.0,2,135.0,4,10,1.837,1,4
37779,1,2.0,787.0,1,112.1,3,3,1.089,1,1
37780,1,1.0,675.0,5,124.0,3,11,2.563,0,2
37781,1,5.0,513.0,1,143.5,3,9,1.067,1,0
37782,0,6.0,424.0,0,73.1,3,3,1.232,0,0
37783,0,4.0,836.0,4,39.0,3,3,0.968,1,1
37784,0,6.0,760.0,4,31.5,2,9,3.322,1,1
37785,1,5.0,798.0,2,135.0,3,10,2.387,1,1
37786,0,2.0,825.0,2,121.5,3,3,1.221,1,1
37787,0,6.0,352.0,2,130.5,2,9,1.606,0,0
37788,1,4.0,670.0,0,75.4,3,12,1.375,1,2
37789,1,3.0,777.0,1,127.7,4,9,0.759,1,1
37790,1,4.0,631.0,0,39.1,2,3,1.716,0,4
37791,1,1.0,773.0,2,126.0,4,9,0.506,1,1
37792,0,6.0,662.0,0,95.6,2,9,1.925,1,2
37793,1,4.0,663.0,4,43.5,1,3,2.585,1,2
37794,1,1.0,325.0,4,24.0,3,12,2.519,0,0
37795,1,2.0,455.0,5,96.0,4,12,1.529,0,0
37796,1,3.0,730.0,2,136.5,3,3,0.913,1,3
37797,1,3.0,394.0,4,13.5,3,9,1.287,1,0
37798,1,2.0,549.0,4,48.0,2,11,3.564,1,0
37799,0,4.0,765.0,1,117.2,2,3,1.562,1,1
37800,0,4.0,750.0,1,92.6,3,9,1.155,1,1
37801,1,5.0,820.0,2,145.5,4,9,1.408,1,1
37802,0,3.0,656.0,2,148.5,4,4,1.001,1,2
37803,1,3.0,798.0,0,70.9,1,4,3.476,1,1
37804,1,2.0,620.0,4,43.5,3,9,1.595,1,0
37805,0,4.0,615.0,0,79.2,1,10,8.107,0,4
37806,0,4.0,775.0,0,58.2,4,3,0.506,1,1
37807,1,2.0,683.0,3,108.8,1,10,5.181,1,2
37808,1,4.0,306.0,5,94.0,2,10,4.763,0,0
37809,1,4.0,763.0,2,105.0,4,10,1.925,1,1
37810,1,6.0,828.0,4,67.5,4,12,1.408,1,1
37811,0,3.0,700.0,0,40.0,1,9,2.673,1,3
37812,1,3.0,771.0,1,109.6,3,10,3.047,1,1
37813,1,3.0,765.0,0,101.0,3,9,1.705,1,1
37814,1,2.0,429.0,2,121.5,4,5,2.365,1,0
37815,1,1.0,584.0,1,112.5,2,3,1.562,1,4
37816,0,2.0,400.0,2,109.5,3,3,1.276,1,0
37817,0,4.0,638.0,4,43.5,1,9,2.772,1,4
37818,1,4.0,791.0,2,120.0,4,9,0.77,1,1
37819,0,4.0,785.0,2,126.0,4,3,0.594,1,1
37820,0,4.0,584.0,1,156.2,1,3,1.639,1,4
37821,1,4.0,800.0,1,164.5,2,9,2.046,1,1
37822,1,2.0,620.0,1,130.5,1,10,6.2689,0,0
37823,0,2.0,620.0,1,137.1,4,10,2.101,1,0
37824,1,4.0,839.0,0,83.4,2,9,1.892,1,1
37825,1,4.0,616.0,2,133.5,3,3,0.968,1,4
37826,0,4.0,652.0,2,123.0,1,3,1.386,1,2
37827,1,2.0,454.0,0,52.0,1,10,5.676,1,0
37828,1,1.0,362.0,3,120.5,3,10,1.87,0,0
37829,1,5.0,707.0,5,86.0,4,10,2.409,1,3
37830,1,4.0,742.0,0,98.7,4,10,1.496,1,3
37831,0,4.0,650.0,2,133.5,3,9,1.683,1,2
37832,0,3.0,663.0,1,140.1,3,9,1.419,1,2
37833,0,4.0,715.0,0,71.2,3,10,2.068,1,3
37834,0,3.0,393.0,0,64.1,4,3,0.451,0,0
37835,0,2.0,477.0,0,39.6,4,2,0.605,1,0
37836,1,6.0,805.0,1,142.1,1,9,2.53,0,1
37837,0,1.0,778.0,0,56.9,2,3,1.727,1,1
37838,1,4.0,655.0,2,114.0,3,9,1.309,1,2
37839,0,5.0,765.0,0,90.9,2,3,1.76,1,1
37840,0,4.0,847.0,4,24.0,4,9,0.913,1,1
37841,0,4.0,804.0,4,9.0,2,9,1.98,1,1
37842,0,4.0,681.0,0,86.6,1,9,1.9789,0,2
37843,0,2.0,510.0,0,113.5,3,10,1.826,0,0
37844,0,6.0,713.0,3,129.1,3,9,1.639,1,3
37845,1,4.0,433.0,1,120.1,3,11,1.089,0,0
37846,0,3.0,566.0,0,29.9,3,10,1.287,1,4
37847,1,3.0,658.0,2,112.5,3,12,1.606,1,2
37848,0,2.0,361.0,2,123.0,2,10,3.19,1,0
37849,0,3.0,794.0,2,150.0,3,3,0.88,1,1
37850,1,3.0,534.0,1,115.6,2,10,2.915,1,0
37851,0,3.0,700.0,2,142.5,3,9,0.869,1,3
37852,1,5.0,758.0,1,99.6,3,9,1.133,1,1
37853,0,4.0,819.0,1,115.1,3,3,1.243,1,1
37854,0,5.0,750.0,1,115.1,3,3,1.144,1,1
37855,0,4.0,757.0,2,124.5,3,9,1.452,1,1
37856,0,6.0,343.0,0,90.4,3,3,0.968,1,0
37857,0,3.0,711.0,0,59.6,2,3,2.035,1,3
37858,0,3.0,666.0,0,76.6,2,3,1.287,1,2
37859,1,4.0,625.0,2,147.0,4,9,0.429,1,4
37860,1,3.0,704.0,5,116.0,2,10,4.499,1,3
37861,1,5.0,607.0,2,73.5,4,6,2.057,1,4
37862,1,2.0,674.0,4,64.5,3,12,2.409,1,2
37863,0,4.0,668.0,2,147.0,1,3,1.573,1,2
37864,0,2.0,348.0,0,73.0,1,10,3.608,1,0
37865,0,1.0,322.0,3,108.5,2,3,1.386,0,0
37866,0,2.0,717.0,2,129.0,3,1,1.815,1,3
37867,1,4.0,678.0,1,127.5,4,4,1.65,1,2
37868,1,4.0,838.0,4,31.5,3,10,3.102,1,1
37869,0,1.0,549.0,3,161.1,1,3,1.639,0,0
37870,0,4.0,720.0,4,57.0,3,3,1.012,1,3
37871,0,2.0,324.0,2,130.5,4,10,0.55,1,0
37872,0,4.0,779.0,2,126.0,3,3,0.858,1,1
37873,1,4.0,630.0,0,63.9,4,10,2.167,1,4
37874,1,2.0,552.0,2,142.5,3,9,5.368,0,4
37875,0,6.0,825.0,0,63.8,3,9,1.067,1,1
37876,1,3.0,695.0,2,145.5,3,9,1.716,0,2
37877,1,4.0,823.0,0,70.1,4,12,1.078,1,1
37878,1,2.0,708.0,1,120.1,1,10,3.135,1,3
37879,0,4.0,698.0,0,87.5,4,3,0.429,1,2
37880,0,2.0,524.0,2,106.5,1,3,1.859,1,0
37881,0,2.0,792.0,2,123.0,1,3,1.54,1,1
37882,1,2.0,780.0,4,28.5,1,11,4.521,1,1
37883,0,4.0,688.0,1,151.2,2,9,2.123,1,0
37884,1,4.0,769.0,4,43.5,1,3,1.551,1,1
37885,1,3.0,694.0,2,130.5,1,10,3.531,1,2
37886,1,1.0,680.0,3,114.6,4,9,0.913,1,2
37887,0,1.0,798.0,0,75.6,2,3,1.287,1,1
37888,0,1.0,698.0,0,63.4,3,3,0.781,1,2
37889,1,4.0,660.0,2,135.0,2,10,2.046,1,2
37890,1,4.0,534.0,0,114.3,1,8,4.202,1,0
37891,0,2.0,620.0,2,121.5,1,3,1.397,1,0
37892,1,4.0,317.0,0,37.2,4,2,0.627,1,0
37893,0,1.0,562.0,0,71.5,1,10,4.609,0,4
37894,1,2.0,658.0,0,60.9,1,10,7.579,1,2
37895,0,6.0,418.0,1,122.0,1,3,2.09,1,0
37896,0,1.0,687.0,2,133.5,3,3,1.023,1,2
37897,0,4.0,614.0,3,127.4,1,3,1.848,1,4
37898,0,2.0,630.0,3,79.8,3,9,1.122,1,4
37899,0,1.0,407.0,2,123.0,2,3,1.793,1,0
37900,1,4.0,384.0,4,27.0,1,12,2.398,1,0
37901,1,2.0,384.0,2,93.0,4,10,2.145,0,0
37902,1,4.0,811.0,1,120.1,2,9,1.727,1,1
37903,0,6.0,655.0,2,147.0,3,9,1.54,1,2
37904,0,4.0,711.0,1,137.0,4,9,0.902,1,3
37905,0,5.0,801.0,2,135.0,4,3,0.473,1,1
37906,0,3.0,709.0,1,128.1,2,9,1.606,1,3
37907,0,1.0,354.0,0,95.8,3,9,2.068,1,0
37908,0,2.0,588.0,2,121.5,4,3,0.484,1,4
37909,0,2.0,620.0,2,145.5,3,3,0.891,1,0
37910,0,4.0,688.0,2,132.0,2,3,1.496,1,0
37911,0,5.0,816.0,3,79.4,4,3,0.869,1,1
37912,0,4.0,639.0,1,138.6,1,3,2.145,1,4
37913,0,2.0,630.0,1,116.0,2,10,3.113,1,4
37914,0,6.0,816.0,2,135.0,2,3,1.408,1,1
37915,0,2.0,613.0,1,120.1,4,12,1.023,1,4
37916,1,1.0,674.0,2,75.0,2,12,3.817,1,2
37917,1,1.0,699.0,2,144.0,1,9,2.079,0,2
37918,0,2.0,632.0,2,141.0,3,2,0.968,1,4
37919,0,4.0,644.0,3,87.8,2,3,2.002,1,4
37920,0,4.0,729.0,2,141.0,4,3,0.341,1,3
37921,0,2.0,620.0,3,102.4,1,3,2.002,1,0
37922,0,5.0,626.0,4,79.5,4,10,0.847,1,4
37923,0,3.0,588.0,1,132.3,2,10,2.453,1,4
37924,1,3.0,610.0,2,85.5,4,6,1.848,1,4
37925,0,2.0,465.0,1,125.3,3,3,1.177,1,0
37926,1,3.0,697.0,3,146.9,1,9,2.97,1,2
37927,0,2.0,610.0,2,115.5,3,3,1.364,1,4
37928,1,2.0,317.0,3,126.6,4,9,0.979,0,0
37929,0,5.0,746.0,2,145.5,3,4,1.848,1,3
37930,0,1.0,607.0,2,132.0,2,3,1.364,0,0
37931,0,2.0,716.0,1,121.4,3,3,1.749,1,3
37932,0,4.0,848.0,2,126.0,2,9,2.189,1,1
37933,0,5.0,842.0,2,130.5,1,9,2.002,1,1
37934,0,4.0,686.0,2,130.5,3,9,0.869,1,2
37935,0,3.0,827.0,0,75.4,2,3,2.046,1,1
37936,1,4.0,754.0,1,125.3,3,7,1.694,1,1
37937,0,3.0,648.0,2,139.5,2,9,2.596,1,4
37938,0,5.0,809.0,3,116.2,2,3,1.496,1,1
37939,1,2.0,586.0,5,132.0,3,10,2.376,0,4
37940,0,4.0,739.0,2,105.0,2,10,2.882,1,3
37941,0,5.0,840.0,0,74.5,1,9,1.727,1,1
37942,1,5.0,591.0,0,99.8,3,9,1.419,1,4
37943,0,1.0,632.0,4,13.5,2,9,2.134,1,4
37944,0,6.0,831.0,1,103.0,1,3,1.507,1,1
37945,1,4.0,685.0,1,112.2,3,10,2.794,0,2
37946,0,4.0,529.0,2,150.0,1,3,1.683,1,0
37947,1,5.0,775.0,2,141.0,2,3,1.496,1,1
37948,0,4.0,689.0,1,105.2,1,3,1.441,1,2
37949,0,3.0,501.0,0,78.0,3,10,3.003,0,0
37950,0,2.0,620.0,4,67.5,3,10,3.289,1,0
37951,0,4.0,673.0,5,172.0,3,4,1.76,1,2
37952,1,4.0,775.0,1,122.7,2,9,5.753,1,1
37953,0,6.0,466.0,4,43.5,4,3,0.594,1,0
37954,0,6.0,712.0,0,62.2,3,9,0.935,1,3
37955,0,3.0,785.0,2,112.5,2,7,2.695,1,1
37956,0,3.0,818.0,2,82.5,1,10,8.338,1,1
37957,1,5.0,707.0,2,142.5,2,10,3.872,1,3
37958,1,4.0,654.0,4,37.5,1,10,5.049,1,2
37959,1,2.0,678.0,5,150.0,4,10,2.123,1,2
37960,0,2.0,424.0,3,102.7,2,11,3.85,1,0
37961,0,3.0,633.0,2,133.5,4,3,0.869,1,4
37962,0,2.0,525.0,1,125.1,2,3,1.232,1,0
37963,0,4.0,707.0,4,18.0,3,10,3.168,1,3
37964,0,3.0,703.0,2,142.5,3,10,1.496,1,3
37965,0,2.0,641.0,1,116.8,3,9,1.529,1,4
37966,0,3.0,599.0,0,78.9,2,9,2.376,1,4
37967,0,4.0,682.0,1,127.6,4,9,0.88,1,2
37968,0,4.0,634.0,1,112.3,4,9,0.484,1,4
37969,1,5.0,469.0,3,86.4,3,10,3.245,1,0
37970,1,6.0,820.0,0,89.8,1,9,3.003,1,1
37971,0,5.0,799.0,2,133.5,2,9,1.65,1,1
37972,1,6.0,848.0,4,43.5,3,10,2.849,1,1
37973,0,4.0,688.0,0,80.1,4,3,0.693,1,0
37974,0,3.0,689.0,4,24.0,4,10,2.211,1,2
37975,0,4.0,673.0,2,111.0,2,9,1.551,1,2
37976,1,2.0,566.0,1,143.0,1,3,1.507,1,4
37977,0,5.0,817.0,2,148.5,4,9,0.594,1,1
37978,0,3.0,821.0,4,66.0,4,3,0.847,1,1
37979,0,2.0,695.0,2,112.5,2,10,3.872,1,2
37980,0,4.0,600.0,5,134.0,2,10,3.179,1,4
37981,0,5.0,835.0,2,130.5,2,3,1.804,1,1
37982,1,4.0,840.0,2,141.0,4,6,1.694,1,1
37983,1,2.0,649.0,2,133.5,4,10,0.561,1,4
37984,0,2.0,667.0,2,135.0,1,10,3.135,1,2
37985,1,3.0,729.0,5,142.0,3,10,2.651,1,3
37986,1,4.0,644.0,2,144.0,4,3,0.77,1,4
37987,0,3.0,668.0,1,112.0,3,3,0.902,1,0
37988,0,2.0,514.0,1,103.0,1,12,4.191,1,0
37989,1,4.0,360.0,0,58.1,4,9,0.484,1,0
37990,1,1.0,783.0,5,168.0,1,10,5.104,1,1
37991,0,2.0,667.0,2,127.5,1,3,1.727,1,2
37992,0,4.0,379.0,1,128.2,2,9,2.145,1,0
37993,0,6.0,812.0,4,16.5,4,9,0.803,1,1
37994,0,1.0,801.0,0,75.8,1,3,1.5389,1,1
37995,1,3.0,632.0,3,115.4,4,10,1.485,0,4
37996,1,2.0,651.0,4,57.0,3,10,3.113,1,2
37997,1,4.0,419.0,0,82.0,3,7,1.276,0,0
37998,0,2.0,772.0,0,61.8,2,3,3.509,1,1
37999,0,5.0,847.0,1,110.8,1,9,2.673,1,1
38000,1,5.0,618.0,4,33.0,3,10,3.091,1,4
38001,0,2.0,383.0,2,114.0,1,9,2.97,0,0
38002,1,3.0,835.0,1,147.4,1,12,3.432,1,1
38003,1,4.0,668.0,3,65.4,4,10,0.891,1,2
38004,1,3.0,343.0,1,104.9,3,10,4.4,1,0
38005,1,4.0,409.0,2,127.5,3,10,3.366,0,0
38006,0,3.0,792.0,2,141.0,4,3,0.924,1,1
38007,0,4.0,743.0,2,142.5,1,9,2.574,1,3
38008,1,6.0,813.0,3,115.0,3,10,2.794,1,1
38009,1,3.0,449.0,1,149.1,3,9,1.749,1,0
38010,0,5.0,840.0,3,61.5,1,9,5.841,1,1
38011,0,4.0,830.0,0,98.0,2,9,3.531,1,1
38012,0,3.0,715.0,2,100.5,4,10,2.123,1,3
38013,0,3.0,837.0,2,127.5,2,3,1.518,1,1
38014,0,5.0,595.0,0,75.4,3,9,1.474,1,4
38015,0,3.0,688.0,2,132.0,3,9,1.54,1,2
38016,1,3.0,811.0,1,136.2,4,2,2.574,1,1
38017,0,1.0,508.0,2,133.5,1,3,1.562,1,0
38018,0,1.0,691.0,2,73.5,1,3,1.925,1,2
38019,0,5.0,762.0,2,90.0,4,9,0.451,1,1
38020,1,1.0,649.0,2,141.0,3,7,1.903,0,4
38021,1,4.0,790.0,0,64.4,4,9,0.913,1,1
38022,1,6.0,847.0,1,129.7,2,9,2.211,1,1
